"","year","quarter","GEOID","N"
"1681",2012,1,"06075016400",344
"1682",2012,1,"06075026402",122
"1683",2012,1,"06075026002",118
"1684",2012,1,"06075023300",85
"1685",2012,1,"06075032700",219
"1686",2012,1,"06075030400",216
"1687",2012,1,"06075033000",220
"1688",2012,1,"06075023103",597
"1689",2012,1,"06075013101",48
"1690",2012,1,"06075031301",98
"1691",2012,1,"06075032901",120
"1692",2012,1,"06075025800",161
"1693",2012,1,"06075021400",105
"1694",2012,1,"06075017101",246
"1695",2012,1,"06075030700",220
"1696",2012,1,"06075033100",123
"1697",2012,1,"06075040100",308
"1698",2012,1,"06075047801",121
"1699",2012,1,"06075023001",199
"1700",2012,1,"06075022702",69
"1701",2012,1,"06075021500",164
"1702",2012,1,"06075032801",76
"1703",2012,1,"06075025402",132
"1704",2012,1,"06075012301",231
"1705",2012,1,"06075022600",173
"1706",2012,1,"06075015300",159
"1707",2012,1,"06075980501",160
"1708",2012,1,"06075021300",83
"1709",2012,1,"06075047702",139
"1710",2012,1,"06075031100",284
"1711",2012,1,"06075032802",73
"1712",2012,1,"06075022704",109
"1713",2012,1,"06075020402",135
"1714",2012,1,"06075030500",137
"1715",2012,1,"06075030102",158
"1716",2012,1,"06075020401",112
"1717",2012,1,"06075030600",79
"1718",2012,1,"06075026301",126
"1719",2012,1,"06075010100",169
"1720",2012,1,"06075032602",127
"1721",2012,1,"06075031000",94
"1722",2012,1,"06075010300",135
"1723",2012,1,"06075015600",165
"1724",2012,1,"06075047701",178
"1725",2012,1,"06075023400",546
"1726",2012,1,"06075031202",73
"1727",2012,1,"06075021800",143
"1728",2012,1,"06075015400",347
"1729",2012,1,"06075015801",243
"1730",2012,1,"06075012202",118
"1731",2012,1,"06075042700",196
"1732",2012,1,"06075042602",139
"1733",2012,1,"06075013400",171
"1734",2012,1,"06075021600",86
"1735",2012,1,"06075061400",706
"1736",2012,1,"06075016100",243
"1737",2012,1,"06075012601",73
"1738",2012,1,"06075032902",92
"1739",2012,1,"06075012000",132
"1740",2012,1,"06075015500",181
"1741",2012,1,"06075042800",159
"1742",2012,1,"06075033203",13
"1743",2012,1,"06075025900",161
"1744",2012,1,"06075047902",116
"1745",2012,1,"06075016900",199
"1746",2012,1,"06075030800",194
"1747",2012,1,"06075023003",93
"1748",2012,1,"06075013102",79
"1749",2012,1,"06075060400",47
"1750",2012,1,"06075980600",6
"1751",2012,1,"06075980200",22
"1752",2012,1,"06075033201",22
"1753",2012,1,"06075047802",78
"1754",2012,1,"06075060100",15
"1755",2012,1,"06075017902",4
"1756",2012,2,"06075020100",710
"1757",2012,2,"06075035100",208
"1758",2012,2,"06075020300",264
"1759",2012,2,"06075010200",231
"1760",2012,2,"06075031400",264
"1761",2012,2,"06075022704",102
"1762",2012,2,"06075025300",406
"1763",2012,2,"06075030202",230
"1764",2012,2,"06075035300",111
"1765",2012,2,"06075010100",204
"1766",2012,2,"06075035201",208
"1767",2012,2,"06075040200",338
"1768",2012,2,"06075016900",187
"1769",2012,2,"06075012401",488
"1770",2012,2,"06075020200",499
"1771",2012,2,"06075012201",271
"1772",2012,2,"06075012800",187
"1773",2012,2,"06075021000",187
"1774",2012,2,"06075011300",104
"1775",2012,2,"06075030800",248
"1776",2012,2,"06075061100",240
"1777",2012,2,"06075020600",343
"1778",2012,2,"06075025701",295
"1779",2012,2,"06075012202",131
"1780",2012,2,"06075012502",220
"1781",2012,2,"06075021600",118
"1782",2012,2,"06075030700",198
"1783",2012,2,"06075980900",335
"1784",2012,2,"06075032700",276
"1785",2012,2,"06075032601",237
"1786",2012,2,"06075030101",153
"1787",2012,2,"06075980300",410
"1788",2012,2,"06075017700",561
"1789",2012,2,"06075022801",418
"1790",2012,2,"06075061500",666
"1791",2012,2,"06075012402",459
"1792",2012,2,"06075015400",293
"1793",2012,2,"06075016801",414
"1794",2012,2,"06075030302",133
"1795",2012,2,"06075025200",475
"1796",2012,2,"06075016500",361
"1797",2012,2,"06075020900",343
"1798",2012,2,"06075025402",126
"1799",2012,2,"06075021100",130
"1800",2012,2,"06075030201",136
"1801",2012,2,"06075020700",638
"1802",2012,2,"06075023200",440
"1803",2012,2,"06075011000",208
"1804",2012,2,"06075026100",237
"1805",2012,2,"06075026200",213
"1806",2012,2,"06075015802",171
"1807",2012,2,"06075012302",234
"1808",2012,2,"06075016600",540
"1809",2012,2,"06075031100",258
"1810",2012,2,"06075017802",519
"1811",2012,2,"06075035400",231
"1812",2012,2,"06075030400",159
"1813",2012,2,"06075016200",322
"1814",2012,2,"06075020500",166
"1815",2012,2,"06075018000",434
"1816",2012,2,"06075025401",288
"1817",2012,2,"06075025403",227
"1818",2012,2,"06075012501",374
"1819",2012,2,"06075017601",780
"1820",2012,2,"06075031302",149
"1821",2012,2,"06075013300",110
"1822",2012,2,"06075016400",329
"1823",2012,2,"06075025900",138
"1824",2012,2,"06075031201",172
"1825",2012,2,"06075016802",276
"1826",2012,2,"06075016700",361
"1827",2012,2,"06075015801",211
"1828",2012,2,"06075042800",152
"1829",2012,2,"06075016300",367
"1830",2012,2,"06075016000",135
"1831",2012,2,"06075012000",150
"1832",2012,2,"06075033204",18
"1833",2012,2,"06075026004",145
"1834",2012,2,"06075025702",322
"1835",2012,2,"06075015600",121
"1836",2012,2,"06075030500",139
"1837",2012,2,"06075010500",196
"1838",2012,2,"06075015200",237
"1839",2012,2,"06075020800",922
"1840",2012,2,"06075033000",205
"1841",2012,2,"06075012301",224
"1842",2012,2,"06075047802",77
"1843",2012,2,"06075033100",107
"1844",2012,2,"06075011800",62
"1845",2012,2,"06075026404",113
"1846",2012,2,"06075061200",386
"1847",2012,2,"06075023102",154
"1848",2012,2,"06075025600",255
"1849",2012,2,"06075025500",354
"1850",2012,2,"06075010700",251
"1851",2012,2,"06075010600",267
"1852",2012,2,"06075011200",138
"1853",2012,2,"06075012100",133
"1854",2012,2,"06075016100",164
"1855",2012,2,"06075042601",131
"1856",2012,2,"06075015500",144
"1857",2012,2,"06075011902",83
"1858",2012,2,"06075010400",193
"1859",2012,2,"06075023400",301
"1860",2012,2,"06075022901",238
"1861",2012,2,"06075022903",173
"1862",2012,2,"06075012700",60
"1863",2012,2,"06075012902",131
"1864",2012,2,"06075013000",125
"1865",2012,2,"06075011700",440
"1866",2012,2,"06075021300",89
"1867",2012,2,"06075047600",336
"1868",2012,2,"06075042602",103
"1869",2012,2,"06075022902",105
"1870",2012,2,"06075032801",80
"1871",2012,2,"06075017000",215
"1872",2012,2,"06075010800",220
"1873",2012,2,"06075020401",116
"1874",2012,2,"06075012601",39
"1875",2012,2,"06075026402",161
"1876",2012,2,"06075047901",224
"1877",2012,2,"06075021700",138
"1878",2012,2,"06075011100",289
"1879",2012,2,"06075026302",117
"1880",2012,2,"06075015300",137
"1881",2012,2,"06075022702",77
"1882",2012,2,"06075030600",74
"1883",2012,2,"06075032902",84
"1884",2012,2,"06075047701",195
"1885",2012,2,"06075980501",126
"1886",2012,2,"06075061400",468
"1887",2012,2,"06075021500",168
"1888",2012,2,"06075026403",85
"1889",2012,2,"06075025100",242
"1890",2012,2,"06075026001",224
"1891",2012,2,"06075030301",207
"1892",2012,2,"06075021800",179
"1893",2012,2,"06075030102",171
"1894",2012,2,"06075021200",94
"1895",2012,2,"06075031000",84
"1896",2012,2,"06075017101",181
"1897",2012,2,"06075022802",160
"1898",2012,2,"06075010300",135
"1899",2012,2,"06075026002",191
"1900",2012,2,"06075040100",248
"1901",2012,2,"06075035202",137
"1902",2012,2,"06075026301",124
"1903",2012,2,"06075047902",91
"1904",2012,2,"06075013200",83
"1905",2012,2,"06075020402",102
"1906",2012,2,"06075023001",189
"1907",2012,2,"06075030900",428
"1908",2012,2,"06075017102",231
"1909",2012,2,"06075045200",414
"1910",2012,2,"06075015700",454
"1911",2012,2,"06075060700",272
"1912",2012,2,"06075026401",77
"1913",2012,2,"06075013500",46
"1914",2012,2,"06075042700",189
"1915",2012,2,"06075023003",105
"1916",2012,2,"06075025800",165
"1917",2012,2,"06075023300",84
"1918",2012,2,"06075026003",139
"1919",2012,2,"06075045100",228
"1920",2012,2,"06075013400",101
"1921",2012,2,"06075026303",64
"1922",2012,2,"06075022803",178
"1923",2012,2,"06075023103",185
"1924",2012,2,"06075047702",133
"1925",2012,2,"06075047801",137
"1926",2012,2,"06075032602",167
"1927",2012,2,"06075980200",25
"1928",2012,2,"06075012602",52
"1929",2012,2,"06075022600",142
"1930",2012,2,"06075032901",118
"1931",2012,2,"06075015100",108
"1932",2012,2,"06075012901",62
"1933",2012,2,"06075021400",125
"1934",2012,2,"06075013101",57
"1935",2012,2,"06075031202",82
"1936",2012,2,"06075060400",61
"1937",2012,2,"06075011901",80
"1938",2012,2,"06075032802",66
"1939",2012,2,"06075010900",165
"1940",2012,2,"06075013102",54
"1941",2012,2,"06075017801",156
"1942",2012,2,"06075061000",117
"1943",2012,2,"06075031301",143
"1944",2012,2,"06075017902",18
"1945",2012,2,"06075015900",94
"1946",2012,2,"06075033201",17
"1947",2012,2,"06075060502",410
"1948",2012,2,"06075980600",7
"1949",2012,2,"06075060100",23
"1950",2012,2,"06075033203",15
"1951",2012,3,"06075030201",119
"1952",2012,3,"06075045200",375
"1953",2012,3,"06075022801",402
"1954",2012,3,"06075031301",106
"1955",2012,3,"06075016900",206
"1956",2012,3,"06075016801",404
"1957",2012,3,"06075016700",382
"1958",2012,3,"06075016802",271
"1959",2012,3,"06075012502",290
"1960",2012,3,"06075025701",289
"1961",2012,3,"06075018000",384
"1962",2012,3,"06075025401",282
"1963",2012,3,"06075061000",137
"1964",2012,3,"06075021300",91
"1965",2012,3,"06075010400",230
"1966",2012,3,"06075010600",364
"1967",2012,3,"06075010700",148
"1968",2012,3,"06075011100",326
"1969",2012,3,"06075060700",241
"1970",2012,3,"06075012601",43
"1971",2012,3,"06075016300",249
"1972",2012,3,"06075016600",536
"1973",2012,3,"06075010300",117
"1974",2012,3,"06075025100",306
"1975",2012,3,"06075015802",138
"1976",2012,3,"06075016100",101
"1977",2012,3,"06075016200",329
"1978",2012,3,"06075012402",407
"1979",2012,3,"06075012100",213
"1980",2012,3,"06075010100",219
"1981",2012,3,"06075013400",114
"1982",2012,3,"06075016000",112
"1983",2012,3,"06075016400",364
"1984",2012,3,"06075010800",244
"1985",2012,3,"06075030301",202
"1986",2012,3,"06075025500",376
"1987",2012,3,"06075015100",153
"1988",2012,3,"06075011000",268
"1989",2012,3,"06075012201",287
"1990",2012,3,"06075020100",795
"1991",2012,3,"06075012000",201
"1992",2012,3,"06075013102",66
"1993",2012,3,"06075012401",414
"1994",2012,3,"06075017801",136
"1995",2012,3,"06075012602",60
"1996",2012,3,"06075010200",232
"1997",2012,3,"06075061200",413
"1998",2012,3,"06075031202",70
"1999",2012,3,"06075011300",113
"2000",2012,3,"06075011800",89
"2001",2012,3,"06075020600",356
"2002",2012,3,"06075061500",660
"2003",2012,3,"06075012501",405
"2004",2012,3,"06075012301",170
"2005",2012,3,"06075035100",223
"2006",2012,3,"06075032700",196
"2007",2012,3,"06075030800",179
"2008",2012,3,"06075020800",583
"2009",2012,3,"06075030700",244
"2010",2012,3,"06075030900",258
"2011",2012,3,"06075033204",8
"2012",2012,3,"06075047901",206
"2013",2012,3,"06075021600",87
"2014",2012,3,"06075017101",179
"2015",2012,3,"06075015600",146
"2016",2012,3,"06075020500",129
"2017",2012,3,"06075020900",345
"2018",2012,3,"06075020300",229
"2019",2012,3,"06075026200",242
"2020",2012,3,"06075025702",320
"2021",2012,3,"06075980300",331
"2022",2012,3,"06075017802",576
"2023",2012,3,"06075022704",91
"2024",2012,3,"06075032601",244
"2025",2012,3,"06075031201",187
"2026",2012,3,"06075017601",870
"2027",2012,3,"06075035300",130
"2028",2012,3,"06075023400",127
"2029",2012,3,"06075021700",145
"2030",2012,3,"06075021000",179
"2031",2012,3,"06075035201",191
"2032",2012,3,"06075017700",655
"2033",2012,3,"06075980900",376
"2034",2012,3,"06075023200",284
"2035",2012,3,"06075025800",132
"2036",2012,3,"06075026403",108
"2037",2012,3,"06075020700",750
"2038",2012,3,"06075026402",120
"2039",2012,3,"06075012800",170
"2040",2012,3,"06075032602",121
"2041",2012,3,"06075060100",34
"2042",2012,3,"06075022901",268
"2043",2012,3,"06075023103",60
"2044",2012,3,"06075016500",299
"2045",2012,3,"06075023300",88
"2046",2012,3,"06075017000",189
"2047",2012,3,"06075021800",202
"2048",2012,3,"06075047802",78
"2049",2012,3,"06075020200",606
"2050",2012,3,"06075012202",251
"2051",2012,3,"06075022600",205
"2052",2012,3,"06075030500",110
"2053",2012,3,"06075015300",149
"2054",2012,3,"06075013000",139
"2055",2012,3,"06075011901",98
"2056",2012,3,"06075025402",131
"2057",2012,3,"06075025300",354
"2058",2012,3,"06075031400",232
"2059",2012,3,"06075025403",177
"2060",2012,3,"06075025200",465
"2061",2012,3,"06075023001",214
"2062",2012,3,"06075022803",184
"2063",2012,3,"06075011902",113
"2064",2012,3,"06075030102",143
"2065",2012,3,"06075047701",176
"2066",2012,3,"06075032901",128
"2067",2012,3,"06075025900",181
"2068",2012,3,"06075015700",441
"2069",2012,3,"06075026004",170
"2070",2012,3,"06075042700",111
"2071",2012,3,"06075026302",95
"2072",2012,3,"06075022902",141
"2073",2012,3,"06075010900",167
"2074",2012,3,"06075042601",104
"2075",2012,3,"06075026003",89
"2076",2012,3,"06075025600",207
"2077",2012,3,"06075030400",138
"2078",2012,3,"06075011700",400
"2079",2012,3,"06075012302",152
"2080",2012,3,"06075021200",96
"2081",2012,3,"06075042602",119
"2082",2012,3,"06075022802",122
"2083",2012,3,"06075010500",220
"2084",2012,3,"06075026401",75
"2085",2012,3,"06075020402",153
"2086",2012,3,"06075980501",117
"2087",2012,3,"06075047902",85
"2088",2012,3,"06075026303",89
"2089",2012,3,"06075021400",138
"2090",2012,3,"06075017102",166
"2091",2012,3,"06075015400",331
"2092",2012,3,"06075031302",145
"2093",2012,3,"06075061100",217
"2094",2012,3,"06075031000",87
"2095",2012,3,"06075021100",138
"2096",2012,3,"06075013300",101
"2097",2012,3,"06075032902",68
"2098",2012,3,"06075047801",124
"2099",2012,3,"06075060400",31
"2100",2012,3,"06075033100",109
"2101",2012,3,"06075032801",93
"2102",2012,3,"06075061400",125
"2103",2012,3,"06075030600",98
"2104",2012,3,"06075033000",204
"2105",2012,3,"06075013200",85
"2106",2012,3,"06075031100",267
"2107",2012,3,"06075021500",194
"2108",2012,3,"06075026002",160
"2109",2012,3,"06075045100",201
"2110",2012,3,"06075047600",290
"2111",2012,3,"06075026100",268
"2112",2012,3,"06075015200",124
"2113",2012,3,"06075042800",99
"2114",2012,3,"06075032802",75
"2115",2012,3,"06075026404",89
"2116",2012,3,"06075035400",137
"2117",2012,3,"06075022903",204
"2118",2012,3,"06075015500",101
"2119",2012,3,"06075023102",89
"2120",2012,3,"06075020401",125
"2121",2012,3,"06075015900",95
"2122",2012,3,"06075026001",265
"2123",2012,3,"06075040100",236
"2124",2012,3,"06075035202",110
"2125",2012,3,"06075012902",113
"2126",2012,3,"06075012901",55
"2127",2012,3,"06075012700",54
"2128",2012,3,"06075013101",37
"2129",2012,3,"06075040200",282
"2130",2012,3,"06075030101",173
"2131",2012,3,"06075026301",154
"2132",2012,3,"06075030202",195
"2133",2012,3,"06075011200",132
"2134",2012,3,"06075047702",122
"2135",2012,3,"06075015801",158
"2136",2012,3,"06075023003",102
"2137",2012,3,"06075013500",51
"2138",2012,3,"06075030302",131
"2139",2012,3,"06075060502",194
"2140",2012,3,"06075022702",77
"2141",2012,3,"06075980200",37
"2142",2012,3,"06075033201",13
"2143",2012,3,"06075980600",5
"2144",2012,3,"06075017902",5
"2145",2012,3,"06075033203",7
"2146",2012,4,"06075010600",233
"2147",2012,4,"06075023001",209
"2148",2012,4,"06075021100",159
"2149",2012,4,"06075020100",1072
"2150",2012,4,"06075022704",105
"2151",2012,4,"06075016500",304
"2152",2012,4,"06075042602",118
"2153",2012,4,"06075042601",143
"2154",2012,4,"06075047701",202
"2155",2012,4,"06075030302",124
"2156",2012,4,"06075020200",801
"2157",2012,4,"06075017601",761
"2158",2012,4,"06075030800",282
"2159",2012,4,"06075013400",128
"2160",2012,4,"06075022802",95
"2161",2012,4,"06075016600",537
"2162",2012,4,"06075061500",596
"2163",2012,4,"06075035202",134
"2164",2012,4,"06075031202",101
"2165",2012,4,"06075011100",356
"2166",2012,4,"06075016300",297
"2167",2012,4,"06075025300",367
"2168",2012,4,"06075060400",44
"2169",2012,4,"06075011800",141
"2170",2012,4,"06075033000",239
"2171",2012,4,"06075018000",399
"2172",2012,4,"06075016801",435
"2173",2012,4,"06075060502",41
"2174",2012,4,"06075023400",115
"2175",2012,4,"06075030500",94
"2176",2012,4,"06075030201",135
"2177",2012,4,"06075020401",131
"2178",2012,4,"06075060700",261
"2179",2012,4,"06075010700",168
"2180",2012,4,"06075035400",157
"2181",2012,4,"06075031301",87
"2182",2012,4,"06075013300",179
"2183",2012,4,"06075047901",223
"2184",2012,4,"06075040200",301
"2185",2012,4,"06075022702",65
"2186",2012,4,"06075026001",246
"2187",2012,4,"06075010400",146
"2188",2012,4,"06075010800",175
"2189",2012,4,"06075031100",268
"2190",2012,4,"06075020700",609
"2191",2012,4,"06075023200",268
"2192",2012,4,"06075025500",352
"2193",2012,4,"06075020600",298
"2194",2012,4,"06075022600",202
"2195",2012,4,"06075025401",253
"2196",2012,4,"06075025403",152
"2197",2012,4,"06075032801",87
"2198",2012,4,"06075042800",167
"2199",2012,4,"06075012100",173
"2200",2012,4,"06075022903",191
"2201",2012,4,"06075012502",233
"2202",2012,4,"06075017802",695
"2203",2012,4,"06075061000",154
"2204",2012,4,"06075016900",170
"2205",2012,4,"06075045200",456
"2206",2012,4,"06075012800",227
"2207",2012,4,"06075025402",121
"2208",2012,4,"06075035201",200
"2209",2012,4,"06075035100",202
"2210",2012,4,"06075032700",221
"2211",2012,4,"06075015801",149
"2212",2012,4,"06075011300",140
"2213",2012,4,"06075021500",186
"2214",2012,4,"06075980300",405
"2215",2012,4,"06075010100",184
"2216",2012,4,"06075017700",624
"2217",2012,4,"06075012402",421
"2218",2012,4,"06075012000",180
"2219",2012,4,"06075010500",248
"2220",2012,4,"06075040100",246
"2221",2012,4,"06075012201",267
"2222",2012,4,"06075061100",306
"2223",2012,4,"06075013500",52
"2224",2012,4,"06075020800",678
"2225",2012,4,"06075030202",191
"2226",2012,4,"06075012302",144
"2227",2012,4,"06075025800",165
"2228",2012,4,"06075010300",146
"2229",2012,4,"06075013000",130
"2230",2012,4,"06075017000",207
"2231",2012,4,"06075015200",131
"2232",2012,4,"06075047802",93
"2233",2012,4,"06075010900",137
"2234",2012,4,"06075030700",249
"2235",2012,4,"06075011200",133
"2236",2012,4,"06075025200",448
"2237",2012,4,"06075031000",134
"2238",2012,4,"06075015700",398
"2239",2012,4,"06075017102",160
"2240",2012,4,"06075031400",282
"2241",2012,4,"06075020500",165
"2242",2012,4,"06075020300",270
"2243",2012,4,"06075011000",244
"2244",2012,4,"06075042700",167
"2245",2012,4,"06075015600",111
"2246",2012,4,"06075047801",152
"2247",2012,4,"06075011700",426
"2248",2012,4,"06075012501",411
"2249",2012,4,"06075045100",182
"2250",2012,4,"06075012700",68
"2251",2012,4,"06075030600",99
"2252",2012,4,"06075030400",179
"2253",2012,4,"06075032601",233
"2254",2012,4,"06075020900",324
"2255",2012,4,"06075013102",71
"2256",2012,4,"06075021600",112
"2257",2012,4,"06075012902",163
"2258",2012,4,"06075016400",278
"2259",2012,4,"06075030900",325
"2260",2012,4,"06075026302",123
"2261",2012,4,"06075016700",409
"2262",2012,4,"06075980900",409
"2263",2012,4,"06075017902",25
"2264",2012,4,"06075016100",90
"2265",2012,4,"06075015400",359
"2266",2012,4,"06075032602",119
"2267",2012,4,"06075030301",209
"2268",2012,4,"06075012202",200
"2269",2012,4,"06075061400",125
"2270",2012,4,"06075025600",221
"2271",2012,4,"06075013200",118
"2272",2012,4,"06075031201",171
"2273",2012,4,"06075032902",85
"2274",2012,4,"06075032901",124
"2275",2012,4,"06075026200",280
"2276",2012,4,"06075033100",110
"2277",2012,4,"06075016000",139
"2278",2012,4,"06075047702",185
"2279",2012,4,"06075047600",313
"2280",2012,4,"06075025702",263
"2281",2012,4,"06075025100",289
"2282",2012,4,"06075031302",190
"2283",2012,4,"06075016200",314
"2284",2012,4,"06075021700",170
"2285",2012,4,"06075026100",295
"2286",2012,4,"06075010200",163
"2287",2012,4,"06075017101",173
"2288",2012,4,"06075020402",123
"2289",2012,4,"06075022803",197
"2290",2012,4,"06075026404",70
"2291",2012,4,"06075021000",187
"2292",2012,4,"06075022901",291
"2293",2012,4,"06075022801",421
"2294",2012,4,"06075025701",261
"2295",2012,4,"06075061200",389
"2296",2012,4,"06075021800",172
"2297",2012,4,"06075026303",94
"2298",2012,4,"06075011902",100
"2299",2012,4,"06075017801",114
"2300",2012,4,"06075023300",89
"2301",2012,4,"06075015802",113
"2302",2012,4,"06075030102",147
"2303",2012,4,"06075022902",111
"2304",2012,4,"06075015300",143
"2305",2012,4,"06075012301",167
"2306",2012,4,"06075023102",80
"2307",2012,4,"06075012601",44
"2308",2012,4,"06075023003",102
"2309",2012,4,"06075015900",117
"2310",2012,4,"06075015100",163
"2311",2012,4,"06075012401",431
"2312",2012,4,"06075016802",241
"2313",2012,4,"06075025900",167
"2314",2012,4,"06075026301",149
"2315",2012,4,"06075047902",109
"2316",2012,4,"06075026401",65
"2317",2012,4,"06075026004",170
"2318",2012,4,"06075980600",8
"2319",2012,4,"06075021300",91
"2320",2012,4,"06075011901",70
"2321",2012,4,"06075035300",140
"2322",2012,4,"06075026402",146
"2323",2012,4,"06075980501",98
"2324",2012,4,"06075030101",166
"2325",2012,4,"06075026403",94
"2326",2012,4,"06075033201",26
"2327",2012,4,"06075026003",87
"2328",2012,4,"06075021200",114
"2329",2012,4,"06075026002",118
"2330",2012,4,"06075023103",59
"2331",2012,4,"06075012602",73
"2332",2012,4,"06075021400",134
"2333",2012,4,"06075015500",99
"2334",2012,4,"06075013101",61
"2335",2012,4,"06075033204",22
"2336",2012,4,"06075980200",43
"2337",2012,4,"06075012901",52
"2338",2012,4,"06075032802",93
"2339",2012,4,"06075033203",8
"2340",2012,4,"06075060100",22
"2341",2013,1,"06075026100",311
"2342",2013,1,"06075026301",253
"2343",2013,1,"06075031100",300
"2344",2013,1,"06075012000",248
"2345",2013,1,"06075010600",433
"2346",2013,1,"06075035201",200
"2347",2013,1,"06075035400",227
"2348",2013,1,"06075015802",167
"2349",2013,1,"06075030800",268
"2350",2013,1,"06075022801",547
"2351",2013,1,"06075010700",324
"2352",2013,1,"06075022803",229
"2353",2013,1,"06075020800",1326
"2354",2013,1,"06075022702",72
"2355",2013,1,"06075025900",197
"2356",2013,1,"06075012502",256
"2357",2013,1,"06075980300",403
"2358",2013,1,"06075042800",171
"2359",2013,1,"06075025600",274
"2360",2013,1,"06075025500",391
"2361",2013,1,"06075026002",188
"2362",2013,1,"06075010900",189
"2363",2013,1,"06075035300",120
"2364",2013,1,"06075031201",213
"2365",2013,1,"06075010800",237
"2366",2013,1,"06075025300",418
"2367",2013,1,"06075020700",676
"2368",2013,1,"06075016900",236
"2369",2013,1,"06075015801",334
"2370",2013,1,"06075061500",625
"2371",2013,1,"06075012201",284
"2372",2013,1,"06075017700",838
"2373",2013,1,"06075017802",661
"2374",2013,1,"06075015900",118
"2375",2013,1,"06075013200",157
"2376",2013,1,"06075025200",556
"2377",2013,1,"06075013400",135
"2378",2013,1,"06075011000",297
"2379",2013,1,"06075020100",1275
"2380",2013,1,"06075015400",450
"2381",2013,1,"06075011100",383
"2382",2013,1,"06075011200",123
"2383",2013,1,"06075042601",172
"2384",2013,1,"06075016300",284
"2385",2013,1,"06075020600",452
"2386",2013,1,"06075012100",193
"2387",2013,1,"06075021700",177
"2388",2013,1,"06075025702",359
"2389",2013,1,"06075021800",187
"2390",2013,1,"06075011300",165
"2391",2013,1,"06075016100",138
"2392",2013,1,"06075012402",512
"2393",2013,1,"06075020200",903
"2394",2013,1,"06075030102",148
"2395",2013,1,"06075010500",229
"2396",2013,1,"06075047600",365
"2397",2013,1,"06075022901",291
"2398",2013,1,"06075025701",340
"2399",2013,1,"06075011700",480
"2400",2013,1,"06075012501",467
"2401",2013,1,"06075012401",396
"2402",2013,1,"06075020300",271
"2403",2013,1,"06075012902",154
"2404",2013,1,"06075016000",107
"2405",2013,1,"06075021600",108
"2406",2013,1,"06075016200",402
"2407",2013,1,"06075033204",18
"2408",2013,1,"06075023001",205
"2409",2013,1,"06075980900",413
"2410",2013,1,"06075061200",463
"2411",2013,1,"06075023400",153
"2412",2013,1,"06075023102",143
"2413",2013,1,"06075026401",67
"2414",2013,1,"06075026404",163
"2415",2013,1,"06075013000",120
"2416",2013,1,"06075016700",471
"2417",2013,1,"06075012700",46
"2418",2013,1,"06075032901",106
"2419",2013,1,"06075026004",203
"2420",2013,1,"06075012800",291
"2421",2013,1,"06075032802",70
"2422",2013,1,"06075026403",100
"2423",2013,1,"06075015700",544
"2424",2013,1,"06075032902",92
"2425",2013,1,"06075021500",175
"2426",2013,1,"06075021000",184
"2427",2013,1,"06075017601",1035
"2428",2013,1,"06075020500",161
"2429",2013,1,"06075016802",284
"2430",2013,1,"06075023103",263
"2431",2013,1,"06075016600",568
"2432",2013,1,"06075021100",156
"2433",2013,1,"06075022902",160
"2434",2013,1,"06075020900",394
"2435",2013,1,"06075025401",322
"2436",2013,1,"06075017101",270
"2437",2013,1,"06075047802",124
"2438",2013,1,"06075032601",245
"2439",2013,1,"06075025100",326
"2440",2013,1,"06075030900",360
"2441",2013,1,"06075031302",219
"2442",2013,1,"06075045100",351
"2443",2013,1,"06075032700",188
"2444",2013,1,"06075015300",149
"2445",2013,1,"06075033000",268
"2446",2013,1,"06075010200",181
"2447",2013,1,"06075013500",123
"2448",2013,1,"06075047901",234
"2449",2013,1,"06075017000",248
"2450",2013,1,"06075061100",372
"2451",2013,1,"06075018000",441
"2452",2013,1,"06075011800",118
"2453",2013,1,"06075022802",154
"2454",2013,1,"06075015500",288
"2455",2013,1,"06075016500",316
"2456",2013,1,"06075035100",177
"2457",2013,1,"06075021400",120
"2458",2013,1,"06075016400",378
"2459",2013,1,"06075031301",108
"2460",2013,1,"06075030700",229
"2461",2013,1,"06075040200",358
"2462",2013,1,"06075047801",175
"2463",2013,1,"06075060502",1040
"2464",2013,1,"06075026003",126
"2465",2013,1,"06075022903",230
"2466",2013,1,"06075016801",493
"2467",2013,1,"06075031202",82
"2468",2013,1,"06075010100",249
"2469",2013,1,"06075010300",193
"2470",2013,1,"06075030400",194
"2471",2013,1,"06075012302",202
"2472",2013,1,"06075025402",150
"2473",2013,1,"06075030301",205
"2474",2013,1,"06075030202",195
"2475",2013,1,"06075026200",309
"2476",2013,1,"06075061000",148
"2477",2013,1,"06075015100",203
"2478",2013,1,"06075060700",274
"2479",2013,1,"06075023200",356
"2480",2013,1,"06075025403",194
"2481",2013,1,"06075021300",80
"2482",2013,1,"06075015600",154
"2483",2013,1,"06075047902",111
"2484",2013,1,"06075030101",165
"2485",2013,1,"06075031400",284
"2486",2013,1,"06075030302",147
"2487",2013,1,"06075045200",397
"2488",2013,1,"06075030600",83
"2489",2013,1,"06075020402",134
"2490",2013,1,"06075033100",99
"2491",2013,1,"06075032602",105
"2492",2013,1,"06075035202",112
"2493",2013,1,"06075042700",157
"2494",2013,1,"06075025800",217
"2495",2013,1,"06075017102",302
"2496",2013,1,"06075030500",69
"2497",2013,1,"06075047701",194
"2498",2013,1,"06075017801",99
"2499",2013,1,"06075032801",90
"2500",2013,1,"06075012202",224
"2501",2013,1,"06075013300",242
"2502",2013,1,"06075022704",82
